id,name,latitude,longitude,timestamp,free_bikes,empty_slots,extra,total_bikes
57d39a680c9407cda0fb4de6d9c55138,28th & Willow,49.246243,-123.124373,2024-12-18T07:00:35.008509Z,3,17,"{'uid': '0505', 'renting': True, 'returning': True, 'last_updated': 1734505131, 'slots': 20, 'normal_bikes': 3, 'ebikes': 0, 'has_ebikes': True}",20
57e928d8c30fab0ebffb3ede850f89d6,Arbutus Greenway & Fir,49.266774,-123.141135,2024-12-18T07:00:34.923659Z,4,12,"{'uid': '0153', 'renting': True, 'returning': True, 'last_updated': 1734504921, 'slots': 16, 'normal_bikes': 2, 'ebikes': 2, 'has_ebikes': True}",16
58345bb719f4e570ed4edc9dfa6a68a2,West Mall Swing Space Building,49.263073,-123.254307,2024-12-18T07:00:35.009629Z,6,14,"{'uid': '2114', 'renting': True, 'returning': True, 'last_updated': 1734505121, 'slots': 20, 'normal_bikes': 4, 'ebikes': 2, 'has_ebikes': True}",20
58a026f0c506caec20697a4f90538450,McLean & Pender,49.280427,-123.074082,2024-12-18T07:00:34.925603Z,13,3,"{'uid': '0225', 'renting': True, 'returning': True, 'last_updated': 1734505086, 'slots': 16, 'normal_bikes': 12, 'ebikes': 1, 'has_ebikes': True}",16
5a34495280727a5b50b9aa41e14e9a16,Bute & Barclay,49.284893,-123.128685,2024-12-18T07:00:35.006618Z,2,28,"{'uid': '0300', 'renting': True, 'returning': True, 'last_updated': 1734504900, 'slots': 30, 'normal_bikes': 1, 'ebikes': 1, 'has_ebikes': True}",30
5ba6e9725b1b0ee8cd25df976e47726b,Balsam & Cornwall,49.273011,-123.159663,2024-12-18T07:00:35.008285Z,16,0,"{'uid': '0470', 'renting': True, 'returning': True, 'last_updated': 1734505087, 'slots': 16, 'normal_bikes': 13, 'ebikes': 3, 'has_ebikes': True}",16
5de0fe55497681d4cc9dd25509cf51ab,Hastings & Broughton,49.290112,-123.127062,2024-12-18T07:00:34.860702Z,20,4,"{'uid': '0035', 'renting': True, 'returning': True, 'last_updated': 1734505045, 'slots': 24, 'normal_bikes': 17, 'ebikes': 3, 'has_ebikes': True}",24
5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,49.28512,-123.11242,2024-12-18T07:00:35.006736Z,11,8,"{'uid': '0308', 'renting': True, 'returning': True, 'last_updated': 1734504978, 'slots': 19, 'normal_bikes': 10, 'ebikes': 1, 'has_ebikes': True}",19
5fc29e0ac42c11abb45bf12aaeb925bd,Alder & 11th,49.261742,-123.13148,2024-12-18T07:00:34.923902Z,3,11,"{'uid': '0166', 'renting': True, 'returning': True, 'last_updated': 1734505082, 'slots': 14, 'normal_bikes': 1, 'ebikes': 2, 'has_ebikes': True}",14
61901a235d4cfceb7f8f2c3888b98617,10th & Columbia,49.262206,-123.109091,2024-12-18T07:00:34.924024Z,6,7,"{'uid': '0172', 'renting': True, 'returning': True, 'last_updated': 1734505126, 'slots': 14, 'normal_bikes': 5, 'ebikes': 1, 'has_ebikes': True}",13
625a2ad202275c8e2be3ce868e85b105,Heather & 14th,49.259183,-123.120126,2024-12-18T07:00:34.891312Z,2,13,"{'uid': '0106', 'renting': True, 'returning': True, 'last_updated': 1734505091, 'slots': 16, 'normal_bikes': 1, 'ebikes': 1, 'has_ebikes': True}",15
62a202eb98c0a4b09ba6746f5ee94ab3,Commercial & 20th,49.252656,-123.067965,2024-12-18T07:00:35.007076Z,1,19,"{'uid': '0352', 'renting': True, 'returning': True, 'last_updated': 1734504743, 'slots': 20, 'normal_bikes': 0, 'ebikes': 1, 'has_ebikes': True}",20
6526a2eb3832f9ba0224d237e901ea5b,Kitsilano Beach Park,49.273355,-123.154493,2024-12-18T07:00:34.923700Z,0,36,"{'uid': '0154', 'renting': False, 'returning': False, 'last_updated': 1730508744, 'slots': 36, 'normal_bikes': 0, 'ebikes': 0, 'has_ebikes': True}",36
6620c54bd6b3a79800b2b67e999b24d0,Rolston & Granville,49.274232,-123.129998,2024-12-18T07:00:35.006961Z,8,7,"{'uid': '0314', 'renting': True, 'returning': True, 'last_updated': 1734504946, 'slots': 16, 'normal_bikes': 7, 'ebikes': 1, 'has_ebikes': True}",15
664502c28e8147615f17b8ea355f40d0,Cordova & Bute,49.289124,-123.12196,2024-12-18T07:00:34.860646Z,12,2,"{'uid': '0034', 'renting': True, 'returning': True, 'last_updated': 1734505049, 'slots': 14, 'normal_bikes': 12, 'ebikes': 0, 'has_ebikes': True}",14
66f873d641d448bd1572ab086665a458,12th & Yukon (City Hall),49.260599,-123.113504,2024-12-18T07:00:34.859465Z,0,15,"{'uid': '0007', 'renting': True, 'returning': True, 'last_updated': 1734504755, 'slots': 16, 'normal_bikes': 0, 'ebikes': 0, 'has_ebikes': True}",15
